X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228
4/14/2020 13:39,4/14/2020 14:04,73.203.89.108,100,1509,1,4/14/2020 14:04,R_2PiowSW9aOKOdkj,38.23660278,-104.6593018,anonymous,Amber Higby,33,2,4,,4,4,2,2,,4,2,1,1,2,2,,,1,1,1,,1,1,2,,187,Colorado/ Pueblo ,2,White,2,,2,,2,3,3,1,1,3,3,4,4,4,2,2,1,4,3,7,3,3,3,3,5,1,5,3,3,1,5,1,5,3.5,14,6,11,0,Pm,,30,7,50,Am,,6.5,2,0,0,1,3,0,2,3,0,My chest has been tight and breathing has been a little short but it is allergy season ,0,0,0,,6,1,30,450,6,1,0,300,4,1,,,0,6,8,0,2400,2,1,1,3,3,3,3,2,2,1,1,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,3,1,1,1,29,2,1,5,8,2,0,3,3,30,0,40,78,5,43,79,8,9,32,57,40,81,14,8,100,8,0,85,92,12,36,6,3,4,6,9,9,100,93,0,100,4,186,141,62,189,29,129,314,293,393,100,54,35,19,100,48,235,121,100,22,18,12,85,35,203,69,100,94,,2,1,#DIV/0!,#DIV/0!,9,1,0,0,0,
4/14/2020 13:50,4/14/2020 14:05,173.64.6.80,100,873,1,4/14/2020 14:05,R_884KPGnU1Heqfy9,42.72149658,-78.93270111,anonymous,CH12N,27,2,4,,4,FALSE,FALSE,2,,6,1,1,"1,2",2,2,,,1,1,2,,5,5,2,,187,NY,3,USA,1,2,2,,2,4,3,3,2,4,2,8,4,2,3,2,3,2,3,3,6,1,3,3,1,2,4,3,2,3,3,1,5,2.5,7,9,10,0,PM,,15,6,30,AM,,8,1,3,0,2,2,3,3,2,1,None,0,1,3,,4,1,15,225,2,1,0,60,4,2,0,30,30,8,10,0,4200,4,2,2,3,3,2,2,1,1,2,2,3,3,3,3,4,3,3,3,2,2,2,2,3,3,3,3,1,1,1,32,1,1,4,6,8,6,4,3,128,54,24,29,12,50,20,9,1,38,1,65,25,1,15,50,61,32,20,49,49,57,40,51,54,11,1,1,72,1,18,5,1,105,171,157,222,-8,64,48,599,671,50,65,19,30,1,92,70,187,51,81,31,82,1,100,83,263,40,19,,1,0,#DIV/0!,#DIV/0!,16,2,0,4,2,
4/14/2020 13:48,4/14/2020 14:07,75.133.105.60,100,1130,1,4/14/2020 14:07,R_2Yffm2AGFvDakaJ,41.4730072,-73.49780273,anonymous,Ar24G,38,1,1,,2,2,2,1,,5,1,1,1,2,1,2,"5, 10 mo",2,,,,1,1,2,,187,Connecticut,3,USA,2,,2,,2,3,3,3,3,3,3,6,6,4,2,3,2,3,2,7,3,2,3,3,3,2,4,3,4,2,4,1,5,3.125,12,8,12,30,AM,,5,7,30,AM,,7,0,1,0,0,1,0,0,0,1,Zero,0,0,1,,1,,,0,6,1,0,300,FALSE,6,1,0,300,8,12,0,5040,4,2,2,3,3,3,3,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,1,1,3,31,0,1,5,8,4,1,4,2,80,4,40,50,28,13,51,0,0,0,30,30,40,1,0,16,33,16,0,10,3,5,21,0,0,0,0,0,44,29,6,7,16,71,27,97,34,-34,10,166,29,73,69,2,14,14,29,0,112,16,90,17,47,0,49,1,186,18,79,38,,0,1,#DIV/0!,#DIV/0!,3,1,0,1,1,
4/14/2020 13:59,4/14/2020 14:12,174.244.116.8,100,810,1,4/14/2020 14:12,R_2ZIXG1OGlkDmsFD,43.00340271,-73.84200287,anonymous,Dc17l,49,2,3,,3,3,1,2,,5,1,1,1,2,1,3,21 21 18,1,3,"1,2",,1,1,1,2,187,New York ,3,American,2,,2,,2,4,2,3,2,3,3,7,4,3,3,2,2,3,3,5,5,3,4,2,3,2,4,3,4,3,3,3,3,2.875,13,12,10,30,Pm,,30,6,50,Am,,6.5,3,3,2,1,1,1,2,0,0,Drinking to late,0,0,1,,,0,30,#VALUE!,1,,,0,#VALUE!,,2,30,#VALUE!,2,7,0,420,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,4,3,1,1,3,33,0,1,5,8,6,4,3,3,90,24,40,53,56,56,73,53,56,56,69,65,72,23,22,67,56,41,50,27,28,33,34,32,35,28,28,27,26,42,25,28,33,215,179,229,219,111,137,289,664,690,68,54,73,42,59,49,200,145,70,34,47,35,55,34,172,103,55,63,,2,1,#DIV/0!,#DIV/0!,10,2,0,1,1,
4/14/2020 14:02,4/14/2020 14:13,139.127.153.126,100,628,1,4/14/2020 14:13,R_1kXNsYJv1icXYm7,43.04350281,-76.28170013,anonymous,SO21H,33,1,1,,1,1,1,1,,5,1,1,1,2,1,1,1,2,,,,1,1,1,2,187,New York,2,USA,2,,2,,2,3,3,3,3,3,3,6,6,4,3,4,3,3,3,8,6,2,2,4,2,2,4,2,1,4,2,3,3,2.375,7,11,11,0,PM,,5,7,0,AM,,8,1,0,0,0,0,1,0,1,0,none,0,1,1,,4,0,30,90,2,0,30,30,3,8,1,0,420,8,5,0,2100,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,3,34,0,1,5,8,5,3,4,3,100,18,40,39,7,49,49,0,1,6,51,10,49,0,0,24,14,0,16,0,0,17,17,0,0,0,0,0,30,37,6,53,32,73,6,37,90,23,53,218,11,41,60,11,51,14,52,27,163,52,50,21,50,23,47,27,147,71,71,69,,0,0,#DIV/0!,#DIV/0!,2,1,0,2,1,
4/14/2020 14:00,4/14/2020 14:14,67.241.91.114,100,846,1,4/14/2020 14:14,R_3HGKJhenierfO0F,44.66110229,-74.97080231,anonymous,pc12h,44,2,3,,3,3,1,2,,5,1,1,1,2,1,1,8,1,2,2,,1,1,1,2,187,ny,5,american,2,,1,5,2,3,3,2,3,3,3,5,6,3,3,2,3,3,3,5,6,3,4,2,4,1,5,4,4,1,5,1,5,3.5,15,7,10,0,pm,,10,6,30,am,,7.5,2,3,3,0,2,0,1,2,0,zero,3,1,2,,1,,,0,8,2,0,840,4,8,0,30,210,8,2,0,840,1,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,1,1,2,33,0,1,4,9,9,7,5,2,180,42,36,89,31,87,31,1,1,17,44,40,15,1,1,99,42,1,1,29,1,96,17,8,41,1,1,1,15,1,13,27,1,109,56,127,324,15,30,92,539,554,50,42,1,52,10,54,61,148,42,18,1,26,1,43,44,87,39,86,,0,0,#DIV/0!,#DIV/0!,11,2,3,3,2,
4/14/2020 13:53,4/14/2020 14:15,67.244.141.5,100,1368,1,4/14/2020 14:15,R_3J8cNFNCAQTMoLm,43.07470703,-77.51809692,anonymous,GA15L,53,1,1,,2,FALSE,FALSE,1,,5,1,1,1,2,1,4,"24, 20, 20, 13",2,,,,1,2,2,,187,New York,2,USA,1,2,1,"4,7",2,4,3,2,3,2,3,5,6,4,3,3,2,2,2,6,4,3,3,3,4,3,3,3,3,3,3,2,4,3,13,11,11,30,Pm,,30,7,0,Am,,6,2,2,2,1,3,1,1,0,1,N a,0,0,2,,1,,,0,1,,,0,1,8,0,45,315,8,3,0,1260,1,3,3,3,3,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,2,2,2,2,3,3,1,1,3,33,0,1,5,5,4,2,3,2,60,8,25,61,21,50,35,5,3,31,56,15,55,32,67,37,24,33,36,9,12,22,66,43,19,21,2,0,59,38,17,2,26,233,148,77,149,-38,21,210,359,418,60,18,38,23,50,38,148,79,49,35,46,20,44,27,139,82,57,57,,2,1,#DIV/0!,#DIV/0!,11,2,0,2,1,
4/14/2020 14:00,4/14/2020 14:18,76.88.66.240,100,1079,1,4/14/2020 14:18,R_tEuePztWspaMRzz,32.67990112,-117.1708984,anonymous,br16e,54,2,3,,4,FALSE,FALSE,2,,3,1,1,1,2,1,3,"29, 21, 19",1,2,1,,5,5,2,,187,CA,3,American,1,2,1,5,2,4,2,1,2,3,1,5,2,4,2,3,2,3,3,7,4,3,2,4,3,1,5,2,4,3,3,2,4,3.25,12,8,11,30,pm,,5,7,30,am,,8,0,3,3,1,0,0,2,2,1,I woke up in the middle of the night and couldn't sleep because of worry for loved ones twice in past month ,0,0,1,,4,0,0,0,1,,,0,1,4,0,20,60,8,13,0,5460,4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,2,2,3,3,1,1,4,34,0,1,0,4,10,7,4,4,0,196,0,58,21,55,48,1,1,96,71,54,57,1,71,49,58,1,8,40,1,29,100,62,54,56,1,1,23,36,36,76,40,238,200,170,243,56,79,252,655,678,81,19,56,38,58,27,195,84,60,50,52,65,44,32,156,147,37,55,,0,0,#DIV/0!,#DIV/0!,12,2,0,1,1,
4/14/2020 14:05,4/14/2020 14:20,65.183.149.204,100,861,1,4/14/2020 14:20,R_2uCFx9JbZNKOXQm,44.4828949,-73.22530365,anonymous,TH07A,23,1,2,,1,1,1,1,,5,2,2,,2,2,,,2,,,,1,1,1,2,187,Vermont,1,American,2,,2,,2,3,1,1,1,4,2,5,1,4,1,2,2,4,2,7,2,3,3,3,4,2,4,4,4,2,4,2,4,3.375,15,9,10,0,Pm,,15,5,30,Am,,7.5,1,1,0,0,0,2,0,0,0,None,0,0,0,,6,1,30,450,4,0,30,90,4,8,1,0,420,6,10,0,3000,3,3,3,3,3,3,3,2,2,3,3,1,1,3,3,3,3,3,3,2,2,3,3,3,3,2,2,1,1,2,34,1,1,6,10,9,2,4,2,216,4,60,23,7,49,53,13,34,9,83,11,60,13,12,7,43,11,54,9,11,13,14,5,10,11,9,13,59,46,37,9,50,137,47,111,90,-17,42,292,76,135,63,11,48,10,50,8,161,29,56,46,23,49,77,50,156,145,40,81,,1,0,#DIV/0!,#DIV/0!,3,1,0,0,0,
4/14/2020 14:04,4/14/2020 14:22,24.198.206.241,100,1117,1,4/14/2020 14:22,R_XSv9snbBtjf3rs5,42.07330322,-76.79879761,anonymous,IR09N,37,2,3,,3,3,1,2,,6,1,1,1,2,1,2,"5, 5",2,,,,1,1,1,2,187,New York,5,American,2,,2,,2,3,3,3,3,3,3,6,6,3,3,3,3,3,3,6,6,3,2,4,3,2,4,4,4,3,3,2,4,3.375,14,9,11,30,PM,,10,8,0,AM,,8,2,2,2,0,0,1,2,1,0,Three to five nights because of children waking frequently,0,0,2,,2,1,30,90,3,3,0,360,4,2,0,20,20,7,10,0,3600,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,1,1,2,35,0,1,5,8,8,4,3,3,120,24,40,9,8,19,48,9,2,13,15,11,39,10,10,27,15,13,2,8,7,13,4,8,46,18,7,16,31,33,11,16,40,27,52,61,123,8,39,175,96,127,33,17,11,14,22,19,66,50,51,24,51,24,57,13,159,61,71,16,,0,0,#DIV/0!,#DIV/0!,8,1,0,2,1,
4/14/2020 14:11,4/14/2020 14:32,73.107.218.29,100,1291,1,4/14/2020 14:32,R_124heFEAT2pcFZl,26.5697937,-81.86949921,anonymous,CC07E,38,2,4,,4,4,2,2,,6,2,2,,2,2,,,2,,,,1,1,2,,187,Florida,2,American,2,,2,,2,3,2,3,2,3,2,6,3,3,3,2,3,2,3,4,6,2,2,4,2,2,4,3,3,2,4,2,4,2.875,10,8,10,0,PM,,30,6,30,AM,,6,3,3,1,0,0,0,2,1,1,none,0,0,3,,8,1,0,420,3,0,15,30,4,7,0,30,180,8,10,0,4200,4,3,3,3,3,1,1,1,1,2,2,1,1,2,2,1,1,3,3,2,2,1,1,3,3,3,3,1,1,2,26,5,2,5,8,7,2,4,2,140,8,40,61,81,80,40,0,0,59,50,28,43,0,41,60,82,66,11,73,0,76,4,27,35,42,0,64,16,24,24,0,10,117,225,279,293,-16,0,167,731,747,49,49,49,51,51,51,149,151,55,64,49,62,31,69,135,195,44,62,,2,1,#DIV/0!,#DIV/0!,8,1,0,3,2,
4/14/2020 14:19,4/14/2020 14:35,104.229.67.165,100,947,1,4/14/2020 14:35,R_x5dITIX3opujbUd,44.9322052,-74.8844986,anonymous,mc02r,23,2,4,,3,3,1,2,,5,2,1,2,2,2,,,2,,,,1,1,1,1,187,,4,Caucasian ,2,,2,,2,4,1,2,2,4,2,7,2,4,2,2,2,4,2,7,3,3,4,2,3,1,5,4,2,2,4,1,5,3.125,12,8,11,30,PM,,15,9,0,AM,,8,1,2,1,0,0,0,0,0,0,I have anxiety ,3,0,0,,5,4,0,960,4,3,0,540,4,8,6,0,2520,5,7,0,1680,2,3,3,4,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,3,3,2,2,3,3,4,3,1,1,1,32,2,1,7,20,20,20,4,3,560,0,140,3,1,50,53,28,2,27,54,3,54,4,0,57,3,48,41,0,1,35,91,1,4,5,2,4,38,33,4,4,2,137,80,15,151,-3,35,196,184,222,35,32,26,50,30,35,91,117,38,43,29,52,28,46,95,141,35,45,,1,0,#DIV/0!,#DIV/0!,3,1,3,0,0,
4/14/2020 14:23,4/14/2020 14:36,174.250.12.2,100,759,1,4/14/2020 14:36,R_1FyTQMxZ0GWO48g,37.75100708,-97.8219986,anonymous,SU27E,23,2,4,,4,FALSE,FALSE,2,,7,2,1,2,2,2,,,1,2,1,,5,5,2,,187,Delaware,5,White,2,,2,,2,3,3,3,3,3,2,6,5,3,3,3,3,3,3,6,6,3,4,2,4,1,5,4,4,1,5,1,5,3.5,15,7,11,0,PM,,60,10,0,AM,,10,3,1,1,0,0,0,0,0,1,NA,3,0,0,,8,0,30,210,3,0,15,30,4,4,0,15,45,8,4,30,1890,2,2,2,2,2,2,2,3,3,3,3,1,1,3,3,4,3,2,2,1,1,2,2,1,1,2,2,1,1,2,27,3,1,5,8,8,1,3,2,120,4,40,70,55,25,26,45,28,56,29,45,22,45,57,24,14,53,53,31,19,19,89,24,42,14,16,0,13,6,0,4,4,297,209,114,124,71,84,87,728,741,34,37,33,5,8,9,75,51,50,21,10,9,12,13,72,43,29,77,,3,0,#DIV/0!,#DIV/0!,3,1,3,0,0,
4/14/2020 14:22,4/14/2020 14:36,108.28.199.14,100,802,1,4/14/2020 14:36,R_p4y1J042kkzSnNT,38.45550537,-77.43260193,anonymous,CA16E,27,2,4,,4,4,2,2,,5,2,1,2,2,2,,,1,1,1,,1,1,2,,187,Virginia,2,White/African American,1,,1,4,2,3,3,3,3,3,3,6,6,2,4,2,4,2,4,3,9,2,5,1,4,1,5,4,3,2,4,2,4,3,13,10,9,0,PM,,60,6,15,AM,,5,3,3,3,3,0,2,2,3,0,trouble sleeping because can't stop thinking of what could happen,3,0,2,,5,1,0,240,3,1,0,120,4,7,0,30,180,8,5,0,2100,2,3,3,4,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,1,1,3,3,1,1,2,35,1,1,5,7,4,4,3,3,60,24,35,75,24,86,52,3,56,100,58,59,28,1,91,92,13,97,95,80,1,59,100,56,58,57,1,1,23,39,37,1,37,417,334,134,352,-17,6,214,1006,1029,42,87,42,86,39,88,123,261,13,67,16,70,16,67,45,204,4,43,,3,2,#DIV/0!,#DIV/0!,16,2,3,2,1,
4/14/2020 14:15,4/14/2020 14:36,50.199.218.10,100,1226,1,4/14/2020 14:36,R_3Mifyeyix1bEhB2,42.29040527,-71.07119751,anonymous,AC,43,1,1,,1,1,1,1,,5,1,1,1,2,1,2,"4, 6",1,1,1,,4,4,1,2,187,NH,4,USA,2,,1,7,2,4,3,3,2,3,2,7,4,3,2,3,2,3,3,6,4,3,3,3,4,2,4,3,3,3,3,2,4,3.125,13,10,10,1,pm,,10,6,30,pm,,8,0,2,2,0,0,0,0,1,0,Concerns about the future,0,0,1,,5,8,0,1920,5,8,1,1924,4,5,1,30,360,6,8,1,2405,2,3,3,1,1,3,3,2,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,3,3,3,3,1,1,2,29,2,1,5,8,4,2,3,3,60,12,40,71,76,25,51,52,11,28,64,64,56,4,64,15,100,69,60,4,4,13,27,53,3,4,54,53,53,55,20,11,51,233,158,313,60,68,121,277,555,608,73,11,57,12,60,12,190,35,52,40,43,19,28,30,123,89,52,83,,0,0,#DIV/0!,#DIV/0!,5,1,0,1,1,
4/14/2020 14:12,4/14/2020 14:36,74.67.109.93,100,1422,1,4/14/2020 14:36,R_3ndz6fEKozEhMRO,42.15060425,-76.05509949,anonymous,SV08N,52,2,3,,4,FALSE,FALSE,2,,2,1,1,1,1,1,3,"16, 19, 21",1,2,1,,7,7,2,,187,New York,5,American,1,"2,4",2,,2,4,3,3,2,3,2,7,4,3,3,2,3,3,2,5,5,3,2,4,4,2,4,4,4,2,4,3,3,3.375,15,9,1,0,AM,,30,8,30,AM,,6,2,3,2,0,0,1,1,0,3,Brain will not shut off,1,0,0,,6,1,30,450,8,4,0,1680,4,8,2,0,840,8,5,0,2100,2,1,1,3,3,2,2,3,3,3,3,2,2,1,1,3,3,2,2,3,3,2,2,3,3,3,3,1,1,1,31,2,1,5,4,5,2,3,2,75,8,20,8,22,10,57,4,3,3,54,4,52,4,4,20,17,4,3,2,4,9,3,4,3,6,4,3,51,49,4,30,26,21,17,50,48,-9,42,238,-111,-60,67,5,47,6,49,7,163,18,75,4,39,5,40,7,154,16,60,81,,2,1,#DIV/0!,#DIV/0!,10,2,1,0,0,
4/14/2020 14:16,4/14/2020 14:36,104.229.64.184,100,1241,1,4/14/2020 14:36,R_3gZ0MOCgm9CrdC0,44.9322052,-74.8844986,anonymous,MC15A,22,1,1,,2,2,2,1,,5,1,1,"1,2",1,1,1,2,1,2,2,,1,1,2,,187,new york,4,American,2,,2,,1,3,2,3,5,3,3,6,7,3,2,3,5,3,3,6,7,4,4,2,3,1,5,3,4,1,5,2,4,3.25,14,8,11,0,PM,,15,7,30,AM,,7,0,3,1,1,0,0,2,2,3,none,0,1,2,,6,0,30,150,6,2,0,600,4,4,1,0,180,6,8,0,2400,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,1,1,3,3,3,3,1,1,1,35,1,1,5,8,2,1,4,3,40,6,40,100,19,50,50,31,3,12,82,18,40,1,66,4,17,7,33,2,42,100,45,10,6,37,83,1,100,49,17,25,81,247,32,72,197,81,181,302,327,427,66,19,57,37,39,38,162,94,69,51,40,87,59,83,168,221,9,61,,0,1,#DIV/0!,#DIV/0!,12,2,0,3,2,
4/14/2020 14:22,4/14/2020 14:39,67.249.24.167,100,999,1,4/14/2020 14:39,R_1OiNpwJ8urNm8cz,44.66110229,-74.97080231,anonymous,MV02L,43,2,4,,4,4,2,2,,6,1,1,1,2,2,,,1,2,1,,1,1,2,,187,New York ,5,American ,2,,2,,2,3,4,3,3,2,3,5,7,3,3,3,2,2,3,5,5,3,4,2,3,2,4,4,3,2,4,1,5,3.125,13,9,10,30,PM,,20,7,0,Am,,7,0,3,3,0,0,2,2,1,1,Partner snores stress due to parents illness ,0,0,2,,6,1,0,300,7,0,30,180,4,7,0,30,180,8,3,0,1260,1,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,3,3,2,2,3,3,4,3,1,1,1,34,0,1,6,3,3,2,5,2,90,4,18,77,100,80,28,3,3,59,79,56,16,3,3,3,59,3,3,3,0,3,91,63,42,3,3,3,3,3,78,3,3,177,131,296,131,6,9,129,612,615,50,24,2,2,2,2,54,28,48,0,2,2,2,2,52,4,46,70,,1,1,#DIV/0!,#DIV/0!,12,2,0,2,1,
4/14/2020 14:28,4/14/2020 14:41,73.61.22.143,100,761,1,4/14/2020 14:41,R_3RfT6z0L4FXkI8U,42.41499329,-71.05269623,anonymous,bo19y,19,1,2,,2,FALSE,FALSE,1,,3,1,1,2,2,2,,,1,2,2,,5,5,2,,187,New Hampshire,4,American,2,,2,,2,4,3,3,2,2,2,6,4,3,2,2,2,2,2,4,3,3,3,3,3,2,4,4,4,2,4,1,5,3.375,14,8,2,30,AM,,15,12,0,PM,,9,1,1,1,0,0,0,0,0,2,No other reasons exist,0,0,1,,4,20,0,3600,4,13,0,2340,4,1,,,0,8,8,0,3360,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,1,1,2,36,0,1,7,5,3,3,3,2,63,0,35,49,15,14,66,29,4,53,61,11,16,19,14,21,55,68,19,84,21,22,42,74,42,50,24,12,53,12,31,46,20,128,298,124,149,67,120,175,591,644,61,19,20,16,9,9,90,44,22,53,18,18,9,39,49,110,24,43,,1,0,#DIV/0!,#DIV/0!,4,1,0,1,1,
4/14/2020 14:30,4/14/2020 14:41,104.229.141.105,100,691,1,4/14/2020 14:41,R_3GfaIX4XJ1czvFO,43.07080078,-76.45490265,anonymous,CW31D,21,2,4,,4,FALSE,FALSE,2,,4,2,1,2,2,2,,,2,,,,1,7,2,,187,New York,5,Caucasian ,2,,1,5,2,2,4,2,4,2,4,3,9,2,4,2,4,2,4,3,9,2,4,2,3,1,5,4,3,3,3,3,3,2.875,12,11,2,30,AM,,60,10,30,AM,,6,3,3,3,0,1,0,0,3,1,Stressors ,0,0,2,,3,2,0,240,1,,,0,4,1,,,0,6,6,0,1800,2,1,1,2,2,1,1,1,1,3,3,3,3,1,1,3,3,3,3,1,1,3,3,2,2,3,3,1,2,3,27,5,2,3,5,2,2,3,3,18,24,15,71,100,75,38,33,38,100,35,85,28,72,100,84,100,100,100,56,28,70,100,100,74,75,37,90,62,46,100,48,30,409,428,475,378,84,146,177,1597,1659,24,53,19,78,14,74,57,205,21,92,35,91,31,70,87,253,28,13,,3,1,#DIV/0!,#DIV/0!,11,2,0,2,1,
4/14/2020 14:30,4/14/2020 14:43,72.228.15.94,100,758,1,4/14/2020 14:43,R_305LAqbSlKKyZYF,44.14419556,-76.06199646,anonymous,TI20S,18,2,4,,4,FALSE,FALSE,2,,3,1,1,2,2,2,,,1,2,"1,2",,3,5,2,,187,New York,5,Caucasian,2,,2,,2,2,3,1,2,2,3,2,5,2,2,2,2,2,2,3,3,3,4,2,5,1,5,5,5,1,5,1,5,3.875,18,7,11,0,PM,,15,8,30,AM,,7.75,0,1,0,1,0,3,0,2,0,None,0,0,3,,1,,,0,4,1,0,180,3,8,0,10,70,8,12,0,5040,4,3,3,4,3,4,3,2,2,2,2,1,1,4,3,4,3,4,3,3,3,4,3,2,2,4,3,1,1,2,34,1,1,7,11,11,0,3,3,231,0,77,58,41,78,19,33,6,32,10,20,11,5,22,48,4,45,6,71,13,72,34,73,25,18,13,6,38,5,8,31,5,126,226,79,241,52,90,50,674,712,4,76,6,73,8,65,18,214,12,45,8,48,20,71,40,164,15,31,,0,0,#DIV/0!,#DIV/0!,7,1,0,3,2,
4/14/2020 14:26,4/14/2020 14:44,174.59.175.239,100,1096,1,4/14/2020 14:44,R_1dbrZ8dXv2TAZJu,41.38999939,-75.66359711,anonymous,JJ15N,21,2,4,,4,FALSE,FALSE,2,,5,2,1,2,2,2,,,2,,,,5,5,2,,187,Pennsylvania,2,Caucasian,2,,2,,2,4,2,4,2,4,2,9,3,3,3,1,3,2,4,3,7,3,4,2,2,2,4,2,1,3,3,2,4,2.375,8,11,1,30,AM,,30,10,30,AM,,8,3,1,0,0,0,0,0,3,0,Anxiety and existential dread both three or more times per week,2,0,3,,2,1,0,60,2,1,0,60,3,4,1,0,180,8,12,0,5040,4,2,2,3,3,3,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2,1,1,2,2,3,3,1,1,2,30,1,1,4,4,4,2,4,2,64,12,16,19,0,87,0,87,2,94,17,17,1,94,79,90,69,100,54,100,83,85,81,89,91,61,2,0,14,2,43,87,0,235,477,129,414,245,259,20,1480,1494,15,47,10,80,8,93,33,220,13,88,10,90,5,87,28,265,21,20,,2,0,#DIV/0!,#DIV/0!,4,1,2,3,2,
4/14/2020 14:28,4/14/2020 14:47,24.62.94.130,100,1146,1,4/14/2020 14:47,R_3ivRbKXVzdYxfZD,44.80979919,-73.09179688,anonymous,BF27E,20,1,2,,2,FALSE,FALSE,1,,2,1,1,2,2,2,,,1,3,2,,5,5,2,,187,Vermont,2,American,2,,2,,2,4,2,3,3,3,3,7,5,3,4,3,3,2,3,5,7,3,2,4,2,3,3,3,2,3,3,4,2,2.5,10,12,1,30,AM,,10,10,0,AM,,7,1,3,1,0,0,1,1,1,0,A couple of times a week due to anxiety,0,0,3,,2,0,30,30,2,0,30,30,2,3,1,0,120,8,10,0,4200,4,2,2,3,3,2,2,1,1,3,3,2,2,1,1,3,3,3,3,3,3,3,3,2,2,3,3,1,1,2,31,2,1,5,5,2,2,3,2,30,8,25,72,67,81,35,55,41,66,3,43,18,70,65,77,92,61,61,75,57,70,76,54,54,57,35,59,30,8,15,16,7,315,326,276,339,133,163,71,1318,1348,8,73,11,69,18,70,37,212,13,71,26,74,18,84,57,229,35,11,,0,1,#DIV/0!,#DIV/0!,7,1,0,3,2,
4/14/2020 14:26,4/14/2020 14:49,142.105.252.103,100,1401,1,4/14/2020 14:49,R_2ZCGdedKW5CfAg7,44.23199463,-74.4905014,anonymous,TL22A,20,1,2,,2,FALSE,FALSE,1,,5,2,1,2,2,2,,,1,,"1,4,5",Turtle ,5,5,2,,187,New York,4,Caucasian ,1,3,2,,2,3,3,3,3,1,3,4,6,3,3,3,3,1,4,4,7,1,4,2,2,1,5,3,4,1,5,1,5,2.875,10,7,12,0,AM,,30,9,30,AM,,8.5,3,1,0,0,0,0,2,0,0,Never,0,0,2,,3,0,30,60,4,0,30,90,3,5,0,45,180,8,10,0,4200,4,1,1,3,3,2,2,1,1,1,1,3,3,2,2,3,3,2,2,2,2,1,1,1,1,2,2,1,1,4,24,5,2,6,8.5,8.5,1,4,2,204,2,51,70,18,62,24,0,13,34,44,77,50,0,0,32,79,1,1,63,0,13,0,33,34,0,0,0,0,0,34,34,10,84,131,208,141,34,34,128,470,470,90,11,47,8,12,10,149,29,9,85,11,85,4,78,24,248,41,71,,2,0,#DIV/0!,#DIV/0!,3,1,0,2,1,
